Ride_ID,timestamp,BAROMETER_Pressure
OpenWearable_Recording_2026-04-13T164718.788978,1776091638890727,101001.5625
OpenWearable_Recording_2026-04-13T164718.788978,1776091639050731,100996.4609375
OpenWearable_Recording_2026-04-13T164718.788978,1776091639210857,100998.484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091639371654,101010.7578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091639530742,100994.3984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091639690746,100994.3984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091639850658,100999.5
OpenWearable_Recording_2026-04-13T164718.788978,1776091640010661,100996.421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091640170757,101002.53125
OpenWearable_Recording_2026-04-13T164718.788978,1776091640330760,100992.328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091640490764,100997.4296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091640650768,100999.453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091640810771,100987.1796875
OpenWearable_Recording_2026-04-13T164718.788978,1776091640970806,100993.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091641130779,100996.375
OpenWearable_Recording_2026-04-13T164718.788978,1776091641290813,100998.3984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091641450817,100993.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091641610820,100994.3046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091641770793,100998.3984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091641930797,100999.40625
OpenWearable_Recording_2026-04-13T164718.788978,1776091642090923,101003.5
OpenWearable_Recording_2026-04-13T164718.788978,1776091642250804,101005.5234375
OpenWearable_Recording_2026-04-13T164718.788978,1776091642410808,101006.53125
OpenWearable_Recording_2026-04-13T164718.788978,1776091642570812,101006.53125
OpenWearable_Recording_2026-04-13T164718.788978,1776091642730815,100990.1640625
OpenWearable_Recording_2026-04-13T164718.788978,1776091642890819,100998.3515625
OpenWearable_Recording_2026-04-13T164718.788978,1776091643050853,101007.546875
OpenWearable_Recording_2026-04-13T164718.788978,1776091643210887,100996.28125
OpenWearable_Recording_2026-04-13T164718.788978,1776091643372051,101009.5703125
OpenWearable_Recording_2026-04-13T164718.788978,1776091643531139,101005.4765625
OpenWearable_Recording_2026-04-13T164718.788978,1776091643690868,100993.203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091643850871,101005.4765625
OpenWearable_Recording_2026-04-13T164718.788978,1776091644010845,101002.3984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091644170879,101004.4140625
OpenWearable_Recording_2026-04-13T164718.788978,1776091644330852,101014.625
OpenWearable_Recording_2026-04-13T164718.788978,1776091644490886,101006.4375
OpenWearable_Recording_2026-04-13T164718.788978,1776091644650890,101004.4140625
OpenWearable_Recording_2026-04-13T164718.788978,1776091644810863,101016.6484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091644971141,101006.4375
OpenWearable_Recording_2026-04-13T164718.788978,1776091645130870,101006.4375
OpenWearable_Recording_2026-04-13T164718.788978,1776091645290874,101000.28125
OpenWearable_Recording_2026-04-13T164718.788978,1776091645450878,100998.2578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091645610881,100998.2578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091645770885,100996.1875
OpenWearable_Recording_2026-04-13T164718.788978,1776091645931102,101001.2890625
OpenWearable_Recording_2026-04-13T164718.788978,1776091646090892,101001.2890625
OpenWearable_Recording_2026-04-13T164718.788978,1776091646250896,101002.3046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091646411144,101002.3046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091646570903,101005.3359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091646730907,101004.328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091646890819,100995.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091647050914,101003.3125
OpenWearable_Recording_2026-04-13T164718.788978,1776091647210918,101005.3359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091647371684,100998.1640625
OpenWearable_Recording_2026-04-13T164718.788978,1776091647530803,101002.2578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091647690929,101005.3359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091647851146,101008.3671875
OpenWearable_Recording_2026-04-13T164718.788978,1776091648010936,101002.2578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091648170970,100992.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091648330974,101004.28125
OpenWearable_Recording_2026-04-13T164718.788978,1776091648490947,101022.671875
OpenWearable_Recording_2026-04-13T164718.788978,1776091648650981,101006.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091648810985,101010.390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091648970989,101018.578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091649130992,101018.578125
OpenWearable_Recording_2026-04-13T164718.788978,1776091649291210,101007.3125
OpenWearable_Recording_2026-04-13T164718.788978,1776091649450969,101006.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091649610973,101011.40625
OpenWearable_Recording_2026-04-13T164718.788978,1776091649770976,101004.2265625
OpenWearable_Recording_2026-04-13T164718.788978,1776091649930980,101013.421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091650090984,101009.3359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091650250987,101014.4375
OpenWearable_Recording_2026-04-13T164718.788978,1776091650410991,101010.34375
OpenWearable_Recording_2026-04-13T164718.788978,1776091650570995,100998.0703125
OpenWearable_Recording_2026-04-13T164718.788978,1776091650731212,101005.2421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091650891002,101015.4453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091651051006,101002.15625
OpenWearable_Recording_2026-04-13T164718.788978,1776091651211009,100998.0703125
OpenWearable_Recording_2026-04-13T164718.788978,1776091651371593,101006.25
OpenWearable_Recording_2026-04-13T164718.788978,1776091651531047,100998.0703125
OpenWearable_Recording_2026-04-13T164718.788978,1776091651691142,100991.90625
OpenWearable_Recording_2026-04-13T164718.788978,1776091651851055,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091652011058,101000.0859375
OpenWearable_Recording_2026-04-13T164718.788978,1776091652171276,101008.2734375
OpenWearable_Recording_2026-04-13T164718.788978,1776091652331157,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091652491039,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091652651042,101008.2734375
OpenWearable_Recording_2026-04-13T164718.788978,1776091652811046,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091652971263,101001.1015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091653131053,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091653291057,100989.8359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091653451091,101009.2890625
OpenWearable_Recording_2026-04-13T164718.788978,1776091653611370,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091653771129,101011.3046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091653931407,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091654091106,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091654251109,101006.203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091654411083,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091654571117,100996.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091654731120,100989.8359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091654891124,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091655051128,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091655211101,100995.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091655371684,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091655531108,100994.9375
OpenWearable_Recording_2026-04-13T164718.788978,1776091655691112,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091655851116,101003.125
OpenWearable_Recording_2026-04-13T164718.788978,1776091656011119,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091656171123,101001.0546875
OpenWearable_Recording_2026-04-13T164718.788978,1776091656331127,100987.765625
OpenWearable_Recording_2026-04-13T164718.788978,1776091656491313,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091656651134,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091656811138,101003.125
OpenWearable_Recording_2026-04-13T164718.788978,1776091656971141,101007.21875
OpenWearable_Recording_2026-04-13T164718.788978,1776091657131145,101012.3203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091657291149,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091657451152,101008.2265625
OpenWearable_Recording_2026-04-13T164718.788978,1776091657611156,101004.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091657771160,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091657931346,101005.1484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091658091167,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091658251171,100990.84375
OpenWearable_Recording_2026-04-13T164718.788978,1776091658411174,101012.3203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091658571178,101012.3203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091658731182,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091658891185,101007.21875
OpenWearable_Recording_2026-04-13T164718.788978,1776091659051189,100995.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091659211193,101006.203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091659371929,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091659531200,101004.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091659691203,100990.84375
OpenWearable_Recording_2026-04-13T164718.788978,1776091659851207,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091660011211,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091660171214,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091660331218,101018.484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091660491222,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091660651225,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091660811412,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091660971233,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091661131236,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091661291240,101001.1015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091661451244,101000.0859375
OpenWearable_Recording_2026-04-13T164718.788978,1776091661611370,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091661771282,100999.078125
OpenWearable_Recording_2026-04-13T164718.788978,1776091661931285,100992.9140625
OpenWearable_Recording_2026-04-13T164718.788978,1776091662091289,100997.0078125
OpenWearable_Recording_2026-04-13T164718.788978,1776091662251628,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091662411418,100997.0078125
OpenWearable_Recording_2026-04-13T164718.788978,1776091662571300,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091662731273,100996.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091662891277,100997.0078125
OpenWearable_Recording_2026-04-13T164718.788978,1776091663051402,100996.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091663211284,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091663371990,101011.3046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091663531291,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091663691509,100996.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091663851329,101001.1015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091664011363,100997.0078125
OpenWearable_Recording_2026-04-13T164718.788978,1776091664171367,100989.8359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091664331767,100984.734375
OpenWearable_Recording_2026-04-13T164718.788978,1776091664491344,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091664651348,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091664811321,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091664971355,101001.1015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091665131633,101007.21875
OpenWearable_Recording_2026-04-13T164718.788978,1776091665291362,101006.203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091665451366,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091665611339,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091665771343,100996.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091665931346,101003.125
OpenWearable_Recording_2026-04-13T164718.788978,1776091666091350,101010.296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091666251354,100999.03125
OpenWearable_Recording_2026-04-13T164718.788978,1776091666411357,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091666571544,101014.390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091666731365,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091666891368,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091667051372,100998.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091667211376,101006.203125
OpenWearable_Recording_2026-04-13T164718.788978,1776091667372630,101000.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091667531383,100993.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091667691387,101005.1484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091667851299,100995.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091668011455,101008.2265625
OpenWearable_Recording_2026-04-13T164718.788978,1776091668171398,101004.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091668331401,100985.7421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091668491405,100997.96875
OpenWearable_Recording_2026-04-13T164718.788978,1776091668651409,101002.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091668811412,100995.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091668971416,101004.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091669131450,100997.96875
OpenWearable_Recording_2026-04-13T164718.788978,1776091669291454,101001.0546875
OpenWearable_Recording_2026-04-13T164718.788978,1776091669451488,101006.15625
OpenWearable_Recording_2026-04-13T164718.788978,1776091669611461,101007.1640625
OpenWearable_Recording_2026-04-13T164718.788978,1776091669771434,100995.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091669931468,100990.84375
OpenWearable_Recording_2026-04-13T164718.788978,1776091670091472,100989.7890625
OpenWearable_Recording_2026-04-13T164718.788978,1776091670251445,100989.7890625
OpenWearable_Recording_2026-04-13T164718.788978,1776091670411479,100988.7734375
OpenWearable_Recording_2026-04-13T164718.788978,1776091670571453,100990.796875
OpenWearable_Recording_2026-04-13T164718.788978,1776091670731487,100999.9921875
OpenWearable_Recording_2026-04-13T164718.788978,1776091670891521,100983.625
OpenWearable_Recording_2026-04-13T164718.788978,1776091671051464,100991.8046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091671211498,101002.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091671371684,100983.625
OpenWearable_Recording_2026-04-13T164718.788978,1776091671531505,100995.8984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091671691509,100989.734375
OpenWearable_Recording_2026-04-13T164718.788978,1776091671851512,100996.9140625
OpenWearable_Recording_2026-04-13T164718.788978,1776091672011547,101016.3671875
OpenWearable_Recording_2026-04-13T164718.788978,1776091672171550,101002.015625
OpenWearable_Recording_2026-04-13T164718.788978,1776091672331584,100999.9921875
OpenWearable_Recording_2026-04-13T164718.788978,1776091672491527,100995.8984375
OpenWearable_Recording_2026-04-13T164718.788978,1776091672651531,100997.921875
OpenWearable_Recording_2026-04-13T164718.788978,1776091672811534,100997.921875
OpenWearable_Recording_2026-04-13T164718.788978,1776091672971538,100993.828125
OpenWearable_Recording_2026-04-13T164718.788978,1776091673131420,101001.0
OpenWearable_Recording_2026-04-13T164718.788978,1776091673291515,101004.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091673451518,100998.9296875
OpenWearable_Recording_2026-04-13T164718.788978,1776091673611522,101003.0234375
OpenWearable_Recording_2026-04-13T164718.788978,1776091673771678,101010.1484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091673931529,100999.9453125
OpenWearable_Recording_2026-04-13T164718.788978,1776091674091533,101012.21875
OpenWearable_Recording_2026-04-13T164718.788978,1776091674251537,101006.109375
OpenWearable_Recording_2026-04-13T164718.788978,1776091674411601,101005.046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091674571849,100994.84375
OpenWearable_Recording_2026-04-13T164718.788978,1776091674731853,101004.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091674891582,101016.3125
OpenWearable_Recording_2026-04-13T164718.788978,1776091675051586,101016.3125
OpenWearable_Recording_2026-04-13T164718.788978,1776091675211559,101004.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091675371715,101004.0390625
OpenWearable_Recording_2026-04-13T164718.788978,1776091675531597,101014.2421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091675691600,101014.2421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091675851604,101006.0625
OpenWearable_Recording_2026-04-13T164718.788978,1776091676011577,101005.046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091676171581,101005.046875
OpenWearable_Recording_2026-04-13T164718.788978,1776091676331584,101018.3359375
OpenWearable_Recording_2026-04-13T164718.788978,1776091676491588,101008.1328125
OpenWearable_Recording_2026-04-13T164718.788978,1776091676651744,101014.2421875
OpenWearable_Recording_2026-04-13T164718.788978,1776091676811595,100997.875
OpenWearable_Recording_2026-04-13T164718.788978,1776091676971599,101010.1484375
OpenWearable_Recording_2026-04-13T164718.788978,1776091677131603,101006.0625
OpenWearable_Recording_2026-04-13T164718.788978,1776091677291606,100997.875
OpenWearable_Recording_2026-04-13T164718.788978,1776091677451610,101001.96875
OpenWearable_Recording_2026-04-13T164718.788978,1776091677611614,101009.140625
OpenWearable_Recording_2026-04-13T164718.788978,1776091677771617,100996.859375
OpenWearable_Recording_2026-04-13T164718.788978,1776091677931621,100997.875
OpenWearable_Recording_2026-04-13T164718.788978,1776091678091869,101012.171875
OpenWearable_Recording_2026-04-13T164718.788978,1776091678251628,101007.0703125
